speed,weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity
10-24,31.7379999998957,alive,airbag,belted,1,m,18,2002,1993,deploy,driver,1,0
10-24,1511.93899999559,alive,none,belted,1,f,67,2002,1991,unavail,driver,0,1
10-24,1511.93899999559,alive,none,belted,1,m,42,2002,1991,unavail,pass,0,0
10-24,42.4499999997206,alive,airbag,belted,0,m,33,2002,1997,nodeploy,driver,0,3
10-24,42.4499999997206,alive,airbag,belted,0,m,34,2002,1997,nodeploy,pass,0,1
10-24,239.069999998435,alive,airbag,belted,1,m,30,2002,2000,deploy,driver,1,1
10-24,239.069999998435,alive,airbag,belted,0,f,52,2002,1997,deploy,driver,1,1
10-24,532.229999996722,alive,none,belted,1,f,47,2002,1989,unavail,driver,0,1
10-24,532.229999996722,alive,none,belted,1,m,25,2002,1989,unavail,pass,0,0
25-39,42.4499999997206,alive,none,none,1,m,41,2002,1989,unavail,driver,0,3
25-39,42.4499999997206,alive,none,belted,1,f,46,2002,1991,unavail,driver,0,3
10-24,31.7379999998957,alive,airbag,none,1,m,26,2002,1995,deploy,driver,1,2
10-24,31.7379999998957,alive,airbag,none,1,m,28,2002,1995,deploy,pass,1,3
10-24,31.7379999998957,alive,airbag,belted,1,m,33,2002,1999,deploy,driver,1,3
10-24,198.428999999538,alive,airbag,none,1,m,56,2002,1994,nodeploy,driver,0,3
25-39,198.428999999538,alive,airbag,belted,1,f,17,2002,1998,deploy,driver,1,0
40-54,41.7029999997467,alive,none,none,1,m,23,2002,1989,unavail,driver,0,1
40-54,41.7029999997467,alive,none,none,1,m,37,2002,1989,unavail,pass,0,1
10-24,2110.04099997878,alive,airbag,belted,0,m,52,2002,2001,nodeploy,driver,0,0
10-24,331.123999997973,alive,airbag,belted,1,m,20,2002,2000,deploy,driver,1,0
10-24,331.123999997973,alive,none,belted,1,f,17,2002,1989,unavail,driver,0,0
25-39,42.4499999997206,alive,none,belted,1,m,63,2002,1985,unavail,driver,0,3
10-24,42.4499999997206,alive,none,none,1,m,32,2002,1976,unavail,driver,0,2
10-24,42.4499999997206,alive,none,none,1,m,36,2002,1976,unavail,pass,0,2
10-24,1003.22399999946,alive,airbag,belted,1,m,16,2002,1999,deploy,driver,1,0
10-24,1003.22399999946,alive,airbag,none,1,m,16,2002,1999,deploy,pass,1,5
10-24,1003.22399999946,alive,none,belted,0,m,21,2002,1978,unavail,driver,0,0
10-24,42.4499999997206,alive,airbag,belted,0,m,43,2002,1996,nodeploy,driver,0,0
40-54,42.4499999997206,alive,none,belted,1,m,18,2002,1991,unavail,driver,0,2
10-24,548.18599999696,alive,airbag,belted,1,m,62,2002,1999,deploy,driver,1,0
10-24,548.18599999696,alive,airbag,belted,1,m,25,2002,1999,deploy,pass,1,NA
10-24,548.18599999696,alive,airbag,belted,0,m,48,2002,2000,nodeploy,driver,0,1
10-24,197.832999998704,alive,airbag,belted,1,f,55,2002,2000,deploy,driver,1,1
10-24,440.425999999046,alive,airbag,belted,1,m,22,2002,1999,nodeploy,driver,0,0
10-24,440.425999999046,alive,airbag,belted,1,m,22,2002,1999,nodeploy,pass,0,NA
10-24,440.425999999046,alive,none,belted,0,f,22,2002,1992,unavail,driver,0,1
10-24,865.771999999881,alive,airbag,belted,1,f,40,2002,2001,nodeploy,driver,0,1
10-24,865.771999999881,alive,airbag,belted,1,f,70,2002,2001,nodeploy,pass,0,0
40-54,42.4499999997206,alive,none,none,1,f,41,2002,1985,unavail,driver,0,3
40-54,42.4499999997206,alive,none,none,1,m,25,2002,1985,unavail,pass,0,3
25-39,42.4499999997206,alive,none,belted,0,m,55,2002,1993,unavail,driver,0,0
25-39,42.4499999997206,alive,none,belted,0,m,30,2002,1993,unavail,pass,0,2
10-24,41.7029999997467,alive,airbag,belted,1,f,32,2002,2000,deploy,driver,1,1
10-24,41.7029999997467,dead,airbag,none,1,f,71,2002,2000,deploy,pass,1,4
25-39,41.7029999997467,alive,airbag,belted,1,f,26,2002,1999,deploy,driver,1,3
10-24,53.1719999997877,alive,airbag,belted,0,m,69,2002,1996,nodeploy,driver,0,0
10-24,53.1719999997877,alive,airbag,belted,0,f,65,2002,1996,nodeploy,pass,0,2
25-39,53.1719999997877,alive,none,none,1,m,18,2002,1991,unavail,driver,0,2
25-39,53.1719999997877,alive,airbag,belted,1,f,22,2002,1993,deploy,driver,1,2
25-39,53.1719999997877,alive,airbag,none,1,f,17,2002,1993,deploy,driver,1,2
25-39,244.111999999732,alive,airbag,belted,1,m,22,2002,2002,deploy,driver,1,3
10-24,244.111999999732,alive,airbag,belted,1,m,53,2002,2002,deploy,driver,1,0
10-24,435.343999996781,alive,none,none,0,m,20,2002,1978,unavail,driver,0,3
10-24,435.343999996781,alive,none,none,0,m,19,2002,1978,unavail,pass,0,2
10-24,435.343999996781,alive,airbag,belted,1,m,35,2002,1996,nodeploy,driver,0,0
10-24,435.343999996781,alive,airbag,belted,1,m,43,2002,1996,nodeploy,pass,0,0
25-39,31.7379999998957,alive,airbag,belted,0,f,34,2002,2002,nodeploy,driver,0,2
25-39,31.7379999998957,alive,airbag,belted,0,m,40,2002,2002,nodeploy,pass,0,3
25-39,31.7379999998957,alive,none,none,1,m,21,2002,1994,unavail,driver,0,3
25-39,31.7379999998957,alive,none,none,1,f,18,2002,1994,unavail,pass,0,3
25-39,56.3169999998063,alive,airbag,none,1,m,18,2002,1998,deploy,driver,1,3
25-39,56.3169999998063,alive,airbag,none,1,f,17,2002,1998,deploy,pass,1,3
10-24,56.3169999998063,alive,airbag,belted,1,m,32,2002,2001,deploy,driver,1,1
10-24,739.404999993742,alive,airbag,belted,1,m,31,2002,1996,nodeploy,driver,0,0
10-24,739.404999993742,alive,airbag,belted,0,f,43,2002,1999,nodeploy,driver,0,1
25-39,68.1629999997094,alive,none,belted,1,m,34,2002,1991,unavail,driver,0,5
10-24,68.1629999997094,alive,airbag,belted,0,m,21,2002,1996,nodeploy,driver,0,3
10-24,68.1629999997094,alive,airbag,belted,0,f,19,2002,1996,nodeploy,pass,0,2
1-9km/h,614.170999996364,alive,airbag,belted,1,f,23,2002,2001,deploy,driver,1,1
10-24,614.170999996364,alive,none,belted,1,m,19,2002,1991,unavail,driver,0,0
10-24,614.170999996364,alive,none,belted,1,m,19,2002,1991,unavail,pass,0,2
10-24,168.747999999672,alive,airbag,belted,0,f,45,2002,1996,deploy,driver,1,3
10-24,1020.90299999714,alive,airbag,belted,0,f,59,2002,1997,deploy,driver,1,2
25-39,1020.90299999714,alive,none,belted,1,m,21,2002,1991,unavail,driver,0,0
10-24,104.053999999538,alive,none,none,0,m,36,2002,1971,unavail,driver,0,3
10-24,104.053999999538,alive,none,belted,1,f,59,2002,1988,unavail,driver,0,3
40-54,42.4499999997206,alive,none,belted,1,m,74,2002,1992,unavail,driver,0,3
40-54,42.4499999997206,alive,none,belted,1,f,39,2002,1992,unavail,pass,0,2
10-24,36.6509999996051,alive,airbag,none,0,m,28,2002,2001,deploy,driver,1,3
10-24,2076.01399999857,alive,none,belted,1,m,54,2002,1993,unavail,driver,0,1
10-24,82.3489999994636,alive,airbag,none,0,f,48,2002,2000,nodeploy,driver,0,3
10-24,82.3489999994636,alive,none,belted,1,m,21,2002,1987,unavail,driver,0,0
55+,55.7829999998212,dead,airbag,belted,1,m,35,2002,1997,deploy,driver,1,4
25-39,55.7829999998212,alive,airbag,belted,1,m,43,2002,2001,deploy,driver,1,3
55+,75.7109999991953,alive,none,none,1,m,22,2002,1985,unavail,driver,0,3
25-39,77.7929999995977,alive,none,belted,0,f,24,2002,1986,unavail,driver,0,3
10-24,77.7929999995977,alive,airbag,belted,1,m,36,2002,1999,nodeploy,driver,0,1
10-24,442.37899999693,alive,airbag,belted,0,m,52,2002,2000,nodeploy,driver,0,1
10-24,984.844999998808,alive,airbag,belted,1,m,38,2002,1995,deploy,driver,1,0
10-24,984.844999998808,alive,airbag,none,1,f,33,2002,1995,deploy,pass,1,2
10-24,984.844999998808,alive,airbag,belted,0,f,19,2002,2002,nodeploy,driver,0,0
10-24,984.844999998808,alive,airbag,belted,0,m,22,2002,2002,nodeploy,pass,0,1
10-24,66.448999999091,alive,airbag,belted,1,f,17,2002,1990,deploy,driver,1,3
40-54,42.4499999997206,alive,airbag,belted,1,m,43,2002,1998,deploy,driver,1,3
40-54,42.4499999997206,alive,none,none,1,m,47,2002,1992,unavail,driver,0,3
40-54,42.4499999997206,alive,none,none,1,f,48,2002,1992,unavail,pass,0,3
10-24,5508.49599999189,alive,airbag,belted,1,m,50,2002,1998,nodeploy,driver,0,0
10-24,5508.49599999189,alive,airbag,belted,1,f,50,2002,1998,nodeploy,pass,0,0
40-54,41.7029999997467,dead,none,none,0,m,16,2002,1988,unavail,driver,0,4
40-54,41.7029999997467,dead,none,none,0,f,16,2002,1988,unavail,pass,0,4
55+,41.7029999997467,alive,airbag,belted,1,f,26,2002,1993,deploy,driver,1,2
10-24,4754.40799999237,alive,none,belted,1,f,26,2002,1996,unavail,driver,0,0
1-9km/h,4754.40799999237,alive,airbag,belted,0,f,44,2002,2002,nodeploy,driver,0,0
10-24,124.620999999344,alive,airbag,belted,1,m,25,2002,2000,deploy,driver,1,0
10-24,124.620999999344,alive,airbag,belted,0,m,42,2002,1994,nodeploy,driver,0,1
10-24,124.620999999344,alive,airbag,belted,0,f,38,2002,1994,nodeploy,pass,0,3
25-39,24645.5099999905,alive,none,none,0,f,40,2002,1988,unavail,driver,0,1
25-39,104.496999999508,alive,none,belted,1,m,23,2002,1989,unavail,driver,0,3
10-24,97.9729999992996,alive,airbag,none,1,m,47,2002,2001,deploy,driver,1,3
25-39,31.7379999998957,alive,airbag,belted,1,f,42,2002,2000,deploy,driver,1,2
25-39,31.7379999998957,alive,airbag,none,1,f,61,2002,1999,deploy,driver,1,3
25-39,543.940999999642,alive,airbag,belted,1,m,19,2002,2000,deploy,driver,1,1
10-24,543.940999999642,alive,none,none,1,f,45,2002,1993,unavail,driver,0,1
10-24,2380.43499997258,alive,airbag,belted,0,m,50,2002,2001,nodeploy,driver,0,5
25-39,42.4499999997206,alive,none,none,1,m,18,2002,1985,unavail,driver,0,3
25-39,42.4499999997206,alive,none,none,1,m,17,2002,1985,unavail,pass,0,1
40-54,42.4499999997206,alive,airbag,belted,0,m,30,2002,1996,deploy,driver,1,1
40-54,42.4499999997206,alive,airbag,belted,0,f,24,2002,1996,deploy,pass,1,1
40-54,42.4499999997206,alive,none,belted,1,f,34,2002,1986,unavail,driver,0,3
40-54,42.4499999997206,alive,none,none,1,m,45,2002,1986,unavail,pass,0,3
10-24,65.2119999993593,alive,airbag,belted,1,f,20,2002,1999,deploy,driver,1,1
10-24,65.2119999993593,alive,airbag,belted,1,f,19,2002,1999,deploy,pass,1,1
10-24,41.7029999997467,dead,airbag,none,1,m,29,2002,2002,deploy,driver,1,4
25-39,41.3699999996461,alive,none,belted,1,m,60,2002,1989,unavail,driver,0,3
25-39,41.3699999996461,alive,airbag,belted,1,f,56,2002,2001,deploy,driver,1,3
10-24,4606.38799995184,alive,airbag,none,0,f,21,2002,2002,nodeploy,driver,0,0
10-24,31.7379999998957,alive,airbag,belted,1,f,50,2002,1999,deploy,driver,1,3
10-24,1611.86199998856,alive,airbag,belted,0,f,22,2002,1995,nodeploy,driver,0,0
10-24,1611.86199998856,alive,airbag,belted,0,f,21,2002,1995,nodeploy,pass,0,0
10-24,1611.86199998856,alive,airbag,belted,1,f,43,2002,2001,deploy,driver,1,0
40-54,81.6539999991655,alive,none,belted,1,m,68,2002,1990,unavail,driver,0,3
10-24,68.6139999991283,alive,airbag,belted,1,m,86,2002,1998,deploy,driver,1,3
10-24,68.6139999991283,alive,none,none,1,m,39,2002,1989,unavail,driver,0,3
25-39,31.7379999998957,alive,airbag,none,1,m,27,2002,2000,deploy,driver,1,3
25-39,31.7379999998957,alive,airbag,belted,1,f,21,2002,2000,deploy,pass,1,3
25-39,31.7379999998957,alive,airbag,belted,1,m,29,2002,1998,deploy,driver,1,0
25-39,31.7379999998957,alive,airbag,belted,1,f,29,2002,1998,deploy,pass,1,1
10-24,434.690999999642,alive,none,belted,1,m,25,2002,1989,unavail,driver,0,1
10-24,434.690999999642,alive,none,none,1,m,28,2002,1989,unavail,pass,0,1
10-24,434.690999999642,alive,airbag,belted,0,m,18,2002,1995,nodeploy,driver,0,3
10-24,42.4499999997206,alive,none,belted,0,m,52,2002,1988,unavail,driver,0,0
10-24,42.4499999997206,alive,airbag,none,1,m,24,2002,2000,deploy,driver,1,0
10-24,42.4499999997206,alive,airbag,belted,1,f,58,2002,1995,deploy,driver,1,3
10-24,42.4499999997206,alive,airbag,belted,1,m,36,2002,1995,deploy,pass,1,3
40-54,55.9359999997541,alive,none,belted,0,f,30,2002,1992,unavail,driver,0,1
40-54,55.9359999997541,alive,none,belted,0,m,28,2002,1992,unavail,pass,0,3
25-39,55.9359999997541,alive,airbag,none,1,f,43,2002,2002,nodeploy,driver,0,0
25-39,55.9359999997541,alive,none,belted,1,m,76,2002,1988,unavail,driver,0,2
25-39,55.9359999997541,alive,airbag,belted,0,m,41,2002,1996,nodeploy,driver,0,0
25-39,7494.97499996424,alive,airbag,belted,1,f,51,2002,1994,deploy,driver,1,1
10-24,7494.97499996424,alive,airbag,belted,1,m,27,2002,1990,deploy,driver,1,0
10-24,103.238999999128,alive,airbag,belted,0,m,67,2002,2000,nodeploy,driver,0,1
10-24,103.238999999128,alive,airbag,belted,0,f,66,2002,2000,nodeploy,pass,0,1
25-39,103.238999999128,alive,airbag,belted,1,m,19,2002,1994,deploy,driver,1,0
25-39,103.238999999128,alive,airbag,belted,1,m,18,2002,1994,deploy,pass,1,3
10-24,400.63599999994,alive,airbag,belted,1,f,32,2002,1999,deploy,driver,1,0
10-24,400.63599999994,alive,airbag,belted,0,m,23,2002,1998,nodeploy,driver,0,2
10-24,400.63599999994,alive,airbag,belted,0,f,20,2002,1998,nodeploy,pass,0,0
10-24,0,alive,airbag,belted,1,m,18,2002,2000,nodeploy,driver,0,2
10-24,0,alive,airbag,belted,0,f,44,2002,2000,nodeploy,driver,0,1
10-24,0,alive,airbag,belted,0,f,67,2002,2000,nodeploy,pass,0,0
10-24,766.083999998868,alive,airbag,belted,1,m,40,2002,2000,nodeploy,driver,0,0
10-24,556.265999995172,alive,airbag,belted,0,m,34,2002,1998,nodeploy,driver,0,0
10-24,556.265999995172,alive,airbag,belted,0,f,27,2002,1998,nodeploy,pass,0,0
25-39,556.265999995172,alive,airbag,belted,1,m,19,2002,1994,deploy,driver,1,0
10-24,80.8769999993965,alive,none,belted,0,f,17,2002,1992,unavail,driver,0,3
10-24,80.8769999993965,alive,none,belted,0,f,73,2002,1992,unavail,pass,0,2
10-24,80.8769999993965,alive,none,belted,1,m,61,2002,1982,unavail,driver,0,0
10-24,80.8769999993965,alive,none,belted,1,f,45,2002,1982,unavail,pass,0,0
10-24,144.071999998763,alive,airbag,belted,0,f,48,2002,2000,nodeploy,driver,0,2
10-24,144.071999998763,alive,airbag,belted,1,f,40,2002,1996,deploy,driver,1,2
10-24,164.194999998435,alive,none,none,1,m,18,2002,1993,unavail,driver,0,2
10-24,164.194999998435,alive,none,none,1,m,18,2002,1993,unavail,pass,0,2
10-24,164.194999998435,alive,none,belted,0,m,17,2002,1989,unavail,driver,0,1
10-24,638.240999996662,alive,airbag,belted,1,m,25,2002,2000,nodeploy,driver,0,0
10-24,638.240999996662,alive,airbag,belted,1,f,23,2002,2000,nodeploy,pass,0,1
40-54,237.169999999925,alive,airbag,belted,0,m,23,2002,1998,nodeploy,driver,0,2
10-24,688.71099999547,alive,none,belted,1,f,43,2002,1983,unavail,driver,0,0
10-24,688.71099999547,alive,none,none,1,f,33,2002,1983,unavail,pass,0,0
55+,124.427999999374,dead,none,none,1,m,71,2002,1980,unavail,driver,0,4
55+,124.427999999374,dead,airbag,none,1,m,75,2002,1995,deploy,driver,1,4
10-24,182.35399999842,alive,airbag,belted,1,f,66,2002,1999,nodeploy,driver,0,2
10-24,484.921999998391,alive,none,none,1,m,17,2002,1989,unavail,driver,0,2
10-24,328.389999996871,alive,none,none,1,m,31,2002,1994,unavail,driver,0,2
1-9km/h,88.964999999851,alive,airbag,belted,0,f,36,2002,2000,nodeploy,driver,0,1
1-9km/h,88.964999999851,alive,none,belted,1,f,37,2002,1994,unavail,driver,0,3
40-54,80.8769999993965,alive,airbag,none,1,f,17,2002,1997,deploy,driver,1,3
40-54,124.427999999374,dead,none,belted,0,m,36,2002,1993,unavail,driver,0,4
40-54,124.427999999374,dead,none,belted,0,f,34,2002,1993,unavail,pass,0,4
40-54,124.427999999374,alive,airbag,belted,1,m,70,2002,1998,deploy,driver,1,3
40-54,124.427999999374,alive,airbag,belted,1,f,73,2002,1998,deploy,pass,1,3
10-24,7787.72699999809,alive,airbag,none,0,m,27,2002,1994,nodeploy,driver,0,0
10-24,255.413999998942,alive,none,belted,0,f,16,2002,1980,unavail,driver,0,0
25-39,255.413999998942,alive,none,none,1,m,89,2002,1983,unavail,driver,0,2
10-24,80.8769999993965,alive,none,none,0,m,18,2002,1985,unavail,driver,0,0
10-24,80.8769999993965,alive,none,none,0,m,17,2002,1985,unavail,pass,0,0
1-9km/h,80.8769999993965,alive,none,belted,1,m,57,2002,1975,unavail,driver,0,5
10-24,985.168999999762,alive,none,none,0,m,21,2002,1984,unavail,driver,0,3
10-24,985.168999999762,alive,none,none,0,m,19,2002,1984,unavail,pass,0,0
10-24,144.071999998763,alive,airbag,none,1,m,44,2002,1999,nodeploy,driver,0,2
25-39,144.071999998763,alive,airbag,none,1,f,29,2002,2000,deploy,driver,1,1
10-24,144.071999998763,alive,none,belted,1,m,79,2002,1984,unavail,driver,0,0
10-24,144.071999998763,alive,airbag,belted,0,f,47,2002,2001,nodeploy,driver,0,1
10-24,953.598999999464,alive,none,none,1,m,78,2002,1993,unavail,driver,0,0
10-24,953.598999999464,alive,airbag,none,0,m,81,2002,1997,deploy,driver,1,0
10-24,953.598999999464,alive,airbag,none,0,f,80,2002,1997,deploy,pass,1,1
25-39,449.916999999434,alive,airbag,belted,1,m,44,2002,2000,nodeploy,driver,0,2
25-39,449.916999999434,alive,airbag,belted,1,f,42,2002,2000,nodeploy,pass,0,2
10-24,80.8769999993965,alive,airbag,belted,0,m,52,2002,1998,nodeploy,driver,0,1
10-24,80.8769999993965,alive,airbag,belted,0,f,52,2002,1998,nodeploy,pass,0,3
40-54,80.8769999993965,alive,none,belted,1,m,44,2002,1994,unavail,driver,0,1
10-24,547.315999999642,alive,none,none,1,f,60,2002,1953,unavail,driver,0,1
10-24,276.329999998212,alive,airbag,belted,1,m,33,2002,1998,deploy,driver,1,2
25-39,276.329999998212,alive,airbag,belted,0,m,20,2002,1996,deploy,driver,1,2
25-39,276.329999998212,alive,none,belted,0,f,19,2002,1996,unavail,pass,0,3
10-24,1567.08099998534,alive,airbag,none,1,f,19,2002,1996,deploy,driver,1,0
10-24,1567.08099998534,alive,airbag,none,1,m,20,2002,1996,deploy,pass,1,0
10-24,793.607999995351,alive,none,none,1,m,23,2002,1985,unavail,driver,0,2
10-24,793.607999995351,alive,none,none,1,f,23,2002,1985,unavail,pass,0,2
1-9km/h,2304.53099998832,alive,airbag,belted,1,m,66,2002,1997,nodeploy,driver,0,0
10-24,731.811999998987,alive,airbag,belted,1,m,76,2002,2002,nodeploy,driver,0,0
10-24,80.8769999993965,alive,airbag,belted,1,f,54,2002,2000,nodeploy,driver,0,0
10-24,80.8769999993965,alive,none,belted,1,m,44,2002,1983,unavail,driver,0,3
40-54,383.120999999344,alive,none,none,1,m,58,2002,1991,unavail,driver,0,2
40-54,383.120999999344,alive,airbag,belted,0,f,25,2002,1994,nodeploy,driver,0,2
40-54,383.120999999344,alive,airbag,belted,0,f,23,2002,1994,nodeploy,pass,0,0
10-24,90.581999999471,alive,airbag,belted,0,m,75,2002,1999,nodeploy,driver,0,2
10-24,90.581999999471,alive,airbag,none,1,f,50,2002,1993,deploy,driver,1,3
25-39,576.289999999106,alive,airbag,none,1,m,23,2002,2000,deploy,driver,1,1
10-24,576.289999999106,alive,none,belted,0,m,38,2002,1993,unavail,driver,0,0
10-24,576.289999999106,alive,none,belted,0,f,68,2002,1993,unavail,pass,0,0
40-54,137.388999998569,alive,airbag,belted,1,m,41,2002,2001,deploy,driver,1,0
40-54,137.388999998569,alive,airbag,belted,1,f,41,2002,2001,deploy,pass,1,2
10-24,262.080999996513,alive,airbag,belted,1,m,35,2002,2001,nodeploy,driver,0,0
10-24,126.001999999397,alive,airbag,none,1,f,59,2002,2001,deploy,driver,1,3
40-54,80.8769999993965,alive,none,belted,0,m,22,2002,1992,unavail,driver,0,0
40-54,80.8769999993965,alive,none,belted,0,f,18,2002,1992,unavail,pass,0,3
10-24,1491.84799998999,alive,airbag,none,0,m,89,2002,1990,deploy,driver,1,2
10-24,1491.84799998999,alive,airbag,belted,1,m,45,2002,2002,nodeploy,driver,0,2
10-24,187.634999999776,alive,none,none,0,f,18,2002,1991,unavail,driver,0,3
25-39,122.258999999613,alive,none,none,1,m,40,2002,1992,unavail,driver,0,3
10-24,322.561999998987,alive,airbag,none,1,f,26,2002,2000,nodeploy,driver,0,0
55+,124.427999999374,alive,airbag,belted,1,f,22,2002,2001,deploy,driver,1,2
55+,124.427999999374,dead,airbag,belted,1,m,18,2002,2001,deploy,pass,1,4
55+,124.427999999374,alive,airbag,belted,1,m,48,2002,1992,deploy,driver,1,2
55+,124.427999999374,alive,none,belted,1,m,41,2002,1992,unavail,pass,0,3
10-24,216.750999998301,alive,airbag,belted,1,m,51,2002,1997,deploy,driver,1,3
10-24,216.750999998301,alive,airbag,none,1,f,54,2002,1997,deploy,pass,1,0
10-24,1094.63199999928,alive,airbag,belted,1,f,50,2002,1996,deploy,driver,1,2
40-54,80.8769999993965,alive,airbag,none,0,f,16,2002,1994,nodeploy,driver,0,3
40-54,80.8769999993965,alive,airbag,none,0,m,19,2002,1994,nodeploy,pass,0,1
10-24,379.669999998063,alive,airbag,none,1,f,23,2002,1996,deploy,driver,1,0
10-24,379.669999998063,alive,airbag,none,1,f,61,2002,1996,deploy,pass,1,3
25-39,100.287999999709,alive,none,belted,1,m,40,2002,1993,unavail,driver,0,3
25-39,100.287999999709,alive,none,none,1,f,32,2002,1993,unavail,pass,0,3
55+,265.789999999106,dead,airbag,belted,0,m,25,2002,1998,nodeploy,driver,0,4
40-54,265.789999999106,alive,airbag,belted,1,m,34,2002,1998,deploy,driver,1,1
10-24,83.5,alive,none,belted,1,m,16,2002,1984,unavail,driver,0,1
10-24,83.5,alive,none,belted,1,f,16,2002,1984,unavail,pass,0,0
25-39,42.4909999999218,alive,airbag,belted,1,f,32,2002,1995,deploy,driver,1,2
25-39,42.4909999999218,alive,airbag,belted,1,f,20,2002,1995,deploy,pass,1,3
10-24,42.4909999999218,alive,none,belted,1,m,76,2002,1998,unavail,driver,0,0
10-24,42.4909999999218,alive,none,none,1,f,73,2002,1998,unavail,pass,0,3
25-39,3507.01999998093,alive,none,none,1,m,20,2002,1995,unavail,driver,0,2
25-39,132.912999998778,alive,none,none,1,m,25,2002,1989,unavail,driver,0,3
10-24,101.639999999665,alive,airbag,belted,0,f,51,2002,2000,nodeploy,driver,0,3
25-39,101.639999999665,alive,airbag,none,1,m,30,2002,1999,deploy,driver,1,3
40-54,42.4909999999218,alive,none,belted,1,m,56,2002,1986,unavail,driver,0,2
40-54,42.4909999999218,alive,none,none,1,f,45,2002,1986,unavail,pass,0,3
40-54,42.4909999999218,alive,airbag,belted,1,m,72,2002,1997,deploy,driver,1,2
40-54,42.4909999999218,alive,airbag,belted,1,f,77,2002,1997,deploy,pass,1,3
10-24,75.464999999851,alive,airbag,belted,1,m,30,2002,1996,deploy,driver,1,3
10-24,75.464999999851,alive,none,belted,1,f,30,2002,1984,unavail,driver,0,0
25-39,1276.71999999881,alive,airbag,none,0,f,43,2002,1997,nodeploy,driver,0,1
10-24,1276.71999999881,alive,airbag,belted,1,m,30,2002,1992,deploy,driver,1,0
10-24,1276.71999999881,alive,none,belted,1,f,32,2002,1992,unavail,pass,0,0
25-39,65.3719999995083,dead,airbag,none,1,m,64,2002,2000,deploy,driver,1,4
10-24,142.580999998376,alive,airbag,belted,1,m,67,2002,1997,deploy,driver,1,1
10-24,142.580999998376,alive,airbag,none,1,m,45,2002,1997,nodeploy,pass,0,0
10-24,142.580999998376,alive,airbag,belted,0,m,38,2002,2000,nodeploy,driver,0,3
10-24,217.554999999702,alive,airbag,belted,0,m,20,2002,1997,nodeploy,driver,0,0
10-24,217.554999999702,alive,airbag,belted,0,f,49,2002,1997,nodeploy,pass,0,3
10-24,217.554999999702,alive,none,belted,1,m,36,2002,1983,unavail,driver,0,3
40-54,1427.35199999809,alive,airbag,belted,0,f,75,2002,2001,deploy,driver,1,2
40-54,1427.35199999809,alive,airbag,belted,0,m,77,2002,2001,deploy,pass,1,0
55+,1427.35199999809,alive,airbag,none,1,m,52,2002,1998,deploy,driver,1,2
40-54,68.5529999993742,alive,none,belted,1,m,34,2002,1988,unavail,driver,0,3
10-24,68.5529999993742,alive,airbag,belted,1,m,35,2002,1997,deploy,driver,1,3
10-24,68.5529999993742,alive,airbag,belted,1,f,63,2002,1995,deploy,driver,1,3
10-24,871.54999999702,alive,airbag,belted,0,m,75,2002,2000,nodeploy,driver,0,2
10-24,871.54999999702,alive,airbag,belted,0,f,75,2002,2000,nodeploy,pass,0,2
10-24,871.54999999702,alive,airbag,belted,1,m,22,2002,1995,deploy,driver,1,2
10-24,871.54999999702,alive,airbag,belted,1,m,21,2002,1995,deploy,pass,1,2
25-39,72.2359999995679,alive,airbag,belted,1,m,93,2002,1996,deploy,driver,1,3
25-39,72.2359999995679,alive,airbag,belted,1,f,83,2002,1996,deploy,pass,1,3
25-39,72.2359999995679,dead,none,none,1,m,18,2002,1993,unavail,driver,0,4
40-54,59.4089999999851,alive,airbag,belted,1,m,88,2002,2001,deploy,driver,1,3
40-54,59.4089999999851,alive,airbag,belted,1,f,82,2002,2001,deploy,pass,1,3
55+,59.4089999999851,alive,airbag,belted,1,f,62,2002,1997,deploy,driver,1,3
25-39,294.039999999106,alive,none,none,1,f,18,2002,1988,unavail,driver,0,3
25-39,294.039999999106,alive,none,none,1,m,17,2002,1988,unavail,pass,0,3
25-39,294.039999999106,alive,airbag,belted,0,f,19,2002,1998,nodeploy,driver,0,3
25-39,294.039999999106,alive,airbag,belted,0,f,18,2002,1998,nodeploy,pass,0,3
10-24,49.0629999996163,alive,none,belted,1,f,28,2002,1985,unavail,driver,0,1
10-24,49.0629999996163,alive,none,belted,1,f,21,2002,1985,unavail,pass,0,3
10-24,49.0629999996163,alive,airbag,belted,1,m,21,2002,1999,deploy,driver,1,2
10-24,312.142999999225,alive,airbag,belted,1,m,76,2002,2001,deploy,driver,1,3
10-24,312.142999999225,alive,airbag,belted,1,f,82,2002,2001,deploy,pass,1,2
10-24,312.142999999225,alive,airbag,none,1,m,28,2002,1997,deploy,driver,1,2
25-39,65.3719999995083,dead,airbag,belted,1,f,87,2002,1999,deploy,driver,1,4
25-39,65.3719999995083,alive,none,none,1,m,18,2002,1985,unavail,driver,0,3
10-24,538.789999999106,alive,airbag,belted,1,m,67,2002,1991,nodeploy,driver,0,3
10-24,735.382999993861,alive,airbag,none,1,m,18,2002,1994,deploy,driver,1,3
25-39,178.418999999762,alive,airbag,belted,0,m,19,2002,2001,deploy,driver,1,2
25-39,178.418999999762,alive,airbag,belted,1,m,21,2002,1999,deploy,driver,1,0
25-39,76.2019999995828,dead,airbag,belted,0,m,73,2002,1994,deploy,driver,1,4
10-24,792.490999996662,alive,airbag,belted,0,m,40,2002,2001,nodeploy,driver,0,0
